Subject	stim_Pho	Home	Guanhua	Geo	Sex	Age	Num_Chinese	Num_ProfLangs	English	stim_order	ND	NW	Reps	WE	RE	SN	mEdit	k	NC	M	CC	hop1	hop2	hop3	hop4	hop5	hop6	hop7	I
60	an3	Guangdong	No	South	M	22	2	2	7	5	6	0	0	5	0.693	0	1.81	1.71	2	-0.575	0.31	4	0	0	0	0	0	0	2
60	iE1	Guangdong	No	South	M	22	2	2	7	6	2	0	0	2	1	0	1	2	1	0	1	2	0	0	0	0	0	0	0
61	tu2	Guangdong	No	South	F	26	3	3	6	1	7	1	0	3.5	0.375	0	2	1.5	3	-0.25	0.125	1	2	2	0	0	0	0	2
61	uaI4	Guangdong	No	South	F	26	3	3	6	2	12	1	0	9.63	0.684	0.077	2.31	3.23	3	0.039	0.385	6	2	0	0	0	0	0	4
61	iE1	Guangdong	No	South	F	26	3	3	6	3	10	0	1	7.32	0.484	0.091	2.4	1.82	4	-0.418	0.406	6	1	0	0	0	0	0	3
61	an3	Guangdong	No	South	F	26	3	3	6	4	9	0	0	4.89	0.553	0	2.89	0.2	9	0	0	0	0	0	0	0	0	0	9
61	c@N1	Guangdong	No	South	F	26	3	3	6	5	10	0	0	5.97	0.297	0	3.07	0.91	7	-0.303	0	3	1	0	0	0	0	0	6
61	kuo4	Guangdong	No	South	F	26	3	3	6	6	8	0	1	6.32	0.758	0.111	2.25	2.22	2	-0.593	0.481	4	1	2	0	0	0	0	1
62	an3	Shandong	Yes	North	F	22	1	1	6	1	15	0	0	10.05	0.799	0.6	2.56	3.12	2	-0.186	0.223	5	6	0	0	0	0	0	4
62	tu2	Shandong	Yes	North	F	22	1	1	6	2	16	0	0	10.5	0.766	0.688	2.41	3.53	3	0.057	0.451	6	5	0	0	0	0	0	5
62	kuo4	Shandong	Yes	North	F	22	1	1	6	3	13	0	0	10.62	0.845	0.692	1.78	4.43	1	-0.107	0.373	6	7	0	0	0	0	0	0
62	uaI4	Shandong	Yes	North	F	22	1	1	6	4	10	1	0	6.96	0.877	0.727	2	2.91	1	0.135	0.303	3	3	2	2	0	0	0	0
62	iE1	Shandong	Yes	North	F	22	1	1	6	5	12	0	0	8.96	0.888	0.75	1.83	4.15	1	0.128	0.364	5	5	2	0	0	0	0	0
62	c@N1	Shandong	Yes	North	F	22	1	1	6	6	15	0	0	12.28	0.821	0.667	1.99	4.12	1	0.149	0.26	7	8	0	0	0	0	0	0
63	tu2	Fujian	No	South	M	19	2	2	7	1	12	0	0	7	0.792	0.417	1.63	4.46	1	0.073	0.681	2	8	2	0	0	0	0	0
63	iE1	Fujian	No	South	M	19	2	2	7	2	13	0	0	7.31	0.832	0.615	2.35	2.86	1	0.198	0.333	4	2	3	4	0	0	0	0
63	kuo4	Fujian	No	South	M	19	2	2	7	3	15	0	0	12.28	0.887	0.6	1.66	5.12	1	0.004	0.539	7	8	0	0	0	0	0	0
63	uaI4	Fujian	No	South	M	19	2	2	7	4	16	0	0	12.26	0.872	0.5	1.7	4.82	1	0.341	0.579	5	8	3	0	0	0	0	0
63	c@N1	Fujian	No	South	M	19	2	2	7	5	12	0	0	8.6	0.802	0.25	1.68	3.85	2	0.462	0.641	2	6	3	0	0	0	0	1
63	an3	Fujian	No	South	M	19	2	2	7	6	14	0	0	6.27	0.879	0.5	1.77	4.4	2	-0.053	0.559	0	0	0	0	0	0	0	14
64	iE1	Guangdong	No	South	M	25	2	2	8	1	8	0	0	8	0.915	0.25	1.47	4.22	1	-0.357	0.821	8	0	0	0	0	0	0	0
64	kuo4	Guangdong	No	South	M	25	2	2	8	2	7	0	0	7	0.903	0.143	1.5	3.5	1	-0.445	0.792	7	0	0	0	0	0	0	0
64	c@N1	Guangdong	No	South	M	25	2	2	8	3	6	0	0	4.64	0.608	0.167	2.33	0.86	4	-0.429	0	2	0	0	0	0	0	0	4
64	tu2	Guangdong	No	South	M	25	2	2	8	4	9	1	2	7.66	0.805	0.167	1.89	3	2	0.112	0.513	6	2	0	0	0	0	0	1
64	uaI4	Guangdong	No	South	M	25	2	2	8	5	10	0	0	9.32	0.74	0	1.95	3.09	3	-0.328	0.666	8	0	0	0	0	0	0	2
64	an3	Guangdong	No	South	M	25	2	2	8	6	2	1	0	2	0.833	0.667	1	2	1	0	1	2	0	0	0	0	0	0	0
65	an3	Shanghai	No	South	M	29	1	1	7	1	14	0	0	11.12	0.83	0	1.81	3.87	4	-0.185	0.7	6	0	0	0	0	0	0	8
65	iE1	Shanghai	No	South	M	29	1	1	7	2	9	0	0	7.3	0.849	0.222	1.69	2.8	2	0.361	0.42	4	2	2	0	0	0	0	1
65	kuo4	Shanghai	No	South	M	29	1	1	7	3	15	0	0	10.26	0.729	0	2.16	2.88	5	0	0.812	3	0	0	0	0	0	0	12
65	c@N1	Shanghai	No	South	M	29	1	1	7	4	12	4	1	5.28	0.741	0	2.17	2	5	0.135	0.679	0	0	0	0	0	0	0	12
65	uaI4	Shanghai	No	South	M	29	1	1	7	5	5	0	2	2.31	0.614	0	2.47	0.33	5	0	0	0	0	0	0	0	0	0	5
65	tu2	Shanghai	No	South	M	29	1	1	7	6	13	0	1	8.5	0.643	0.071	1.65	4.57	3	0.663	0.808	4	1	6	0	0	0	0	2
66	tu2	Guangdong	No	South	M	19	2	1	7	1	18	3	1	10.5	0.886	0.682	1.67	5.89	1	0.392	0.496	3	6	9	0	0	0	0	0
66	iE1	Guangdong	No	South	M	19	2	1	7	2	17	1	0	12.36	0.856	0.722	2.18	4	2	-0.209	0.304	5	8	2	0	0	0	0	2
66	c@N1	Guangdong	No	South	M	19	2	1	7	3	15	0	0	7.63	0.887	0.467	2.58	3.12	3	-0.286	0.592	4	2	0	0	0	0	0	9
66	uaI4	Guangdong	No	South	M	19	2	1	7	4	13	1	1	9.95	0.843	0.6	2.07	3.43	2	0.19	0.605	5	7	0	0	0	0	0	1
66	kuo4	Guangdong	No	South	M	19	2	1	7	5	13	0	1	7.31	0.737	0.286	2.63	2.86	2	-0.336	0.652	5	2	0	0	0	0	0	6
66	an3	Guangdong	No	South	M	19	2	1	7	6	16	1	0	10.55	0.921	0.588	2.19	3.06	2	-0.15	0.475	2	5	0	0	0	0	0	9
67	c@N1	Taiwan	No	South	M	26	3	2	8	1	17	1	1	14.29	0.84	0.053	1.73	7	3	0.288	0.601	10	5	0	0	0	0	0	2
67	uaI4	Taiwan	No	South	M	26	3	2	8	2	12	0	0	1.98	0.804	0.583	2.63	2	4	-0.256	0.256	0	0	0	0	0	0	0	12
67	an3	Taiwan	No	South	M	26	3	2	8	3	21	1	0	14.37	0.95	0.591	1.99	5	1	-0.008	0.485	3	12	6	0	0	0	0	0
67	tu2	Taiwan	No	South	M	26	3	2	8	4	26	1	2	15.5	0.776	0.621	1.84	6.89	2	0.335	0.552	7	14	3	0	0	0	0	2
67	kuo4	Taiwan	No	South	M	26	3	2	8	5	18	4	0	14.19	0.897	0.682	2.02	4.95	2	0.066	0.452	7	9	0	0	0	0	0	2
67	iE1	Taiwan	No	South	M	26	3	2	8	6	21	2	0	11.28	0.76	0.565	3.06	3.36	3	-0.251	0.489	6	4	0	0	0	0	0	11
68	tu2	Beijing	Yes	North	F	28	1	1	7	1	11	0	1	9.83	0.638	0.083	1.88	4.5	2	-0.118	0.624	9	1	0	0	0	0	0	1
68	uaI4	Beijing	Yes	North	F	28	1	1	7	2	8	1	0	6.82	0.73	0	2.06	2.22	1	-0.481	0.233	5	2	1	0	0	0	0	0
68	an3	Beijing	Yes	North	F	28	1	1	7	3	13	0	0	11.41	0.774	0.231	1.88	4.71	1	0.206	0.527	9	4	0	0	0	0	0	0
68	iE1	Beijing	Yes	North	F	28	1	1	7	4	10	0	0	9.66	0.883	0.2	1.44	5.82	1	0	0.667	9	1	0	0	0	0	0	0
68	kuo4	Beijing	Yes	North	F	28	1	1	7	5	9	0	1	7.98	0.797	0	1.69	4	1	0	0.514	6	3	0	0	0	0	0	0
68	c@N1	Beijing	Yes	North	F	28	1	1	7	6	15	0	0	13.3	0.865	0.133	1.81	5.5	1	0.314	0.517	10	5	0	0	0	0	0	0
69	tu2	Hebei	Yes	North	F	24	1	1	5	1	19	1	4	9.33	0.736	0.458	2.09	4.5	2	0.043	0.437	3	12	3	0	0	0	0	1
69	c@N1	Hebei	Yes	North	F	24	1	1	5	2	19	4	4	14.44	0.785	0.444	2.14	4	1	0.212	0.475	8	7	4	0	0	0	0	0
69	iE1	Hebei	Yes	North	F	24	1	1	5	3	20	1	1	16.19	0.782	0.545	1.82	6.86	2	0.203	0.605	10	9	0	0	0	0	0	1
69	uaI4	Hebei	Yes	North	F	24	1	1	5	4	11	2	3	9.64	0.827	0.312	1.82	3.33	1	-0.046	0.607	7	2	2	0	0	0	0	0
69	kuo4	Hebei	Yes	North	F	24	1	1	5	5	15	2	1	13.3	0.804	0.389	1.7	5.38	2	0.344	0.635	10	4	0	0	0	0	0	1
69	an3	Hebei	Yes	North	F	24	1	1	5	6	17	0	0	11.46	0.729	0.235	2.4	2.89	4	0.178	0.463	4	8	0	0	0	0	0	5
70	kuo4	Tianjin	Yes	North	F	23	3	3	7	1	12	0	2	5.14	0.689	0.071	2.68	1.85	5	-0.231	0.154	1	0	0	0	0	0	0	11
70	c@N1	Tianjin	Yes	North	F	23	3	3	7	2	10	0	3	7.96	0.715	0	2.16	2.18	2	-0.104	0.136	4	5	0	0	0	0	0	1
70	iE1	Tianjin	Yes	North	F	23	3	3	7	3	6	0	3	3.81	0.701	0.111	2.14	1.43	3	-0.575	0.31	1	3	0	0	0	0	0	2
70	an3	Tianjin	Yes	North	F	23	3	3	7	4	6	2	1	3.48	0.813	0	2.1	1.43	3	-0.408	0.333	1	2	0	0	0	0	0	3
70	tu2	Tianjin	Yes	North	F	23	3	3	7	5	9	1	0	4.57	0.74	0.1	2.89	1.2	4	-0.9	0	2	0	0	0	0	0	0	7
70	uaI4	Tianjin	Yes	North	F	23	3	3	7	6	8	1	2	5.89	0.84	0.091	2.03	2	1	-0.362	0.233	2	4	2	0	0	0	0	0
71	uaI4	Guizhou	Yes	South	F	21	3	2	8	1	14	0	1	12.64	0.887	0.067	1.46	7.6	3	0	0.733	10	0	0	0	0	0	0	4
71	kuo4	Guizhou	Yes	South	F	21	3	2	8	2	12	0	1	9.3	0.689	0.077	1.96	3.85	3	-0.348	0.516	6	1	0	0	0	0	0	5
71	c@N1	Guizhou	Yes	South	F	21	3	2	8	3	14	0	0	6.94	0.52	0.071	2.42	2	7	0.299	0.462	1	0	0	0	0	0	0	13
71	tu2	Guizhou	Yes	South	F	21	3	2	8	4	15	0	3	8	0.694	0	1.74	5.75	2	0.647	0.708	2	8	2	2	0	0	0	1
71	iE1	Guizhou	Yes	South	F	21	3	2	8	5	13	0	0	1	0.615	0	2.01	3	4	-0.039	0.595	0	0	0	0	0	0	0	13
71	an3	Guizhou	Yes	South	F	21	3	2	8	6	13	0	0	10.28	0.869	0	1.55	5.86	2	0.621	0.789	5	7	0	0	0	0	0	1
72	iE1	Guangdong	No	South	F	26	2	2	7	1	9	1	2	2.66	0.332	0.167	2.89	0.6	7	-0.3	0	1	0	0	0	0	0	0	8
72	c@N1	Guangdong	No	South	F	26	2	2	7	2	8	0	1	5.64	0.811	0.444	1.94	2.22	2	-0.013	0.185	3	3	1	0	0	0	0	1
72	kuo4	Guangdong	No	South	F	26	2	2	7	3	8	0	0	5.82	0.696	0	2.64	1.78	4	-0.309	0.389	3	1	0	0	0	0	0	4
72	tu2	Guangdong	No	South	F	26	2	2	7	4	11	0	1	8	0.875	0.25	1.53	5.17	1	0.124	0.829	5	6	0	0	0	0	0	0
72	an3	Guangdong	No	South	F	26	2	2	7	5	8	0	0	4.32	0.612	0.125	2.42	1.56	2	-0.63	0	1	2	0	0	0	0	0	5
72	uaI4	Guangdong	No	South	F	26	2	2	7	6	7	0	1	7	0.77	0.25	1.57	3	1	-0.615	0.571	7	0	0	0	0	0	0	0
73	uaI4	Fujian	No	South	M	19	2	1	7	1	15	0	0	15	0.932	0.133	1.4	9	1	0.039	0.971	15	0	0	0	0	0	0	0
73	tu2	Fujian	No	South	M	19	2	1	7	2	13	0	1	8.41	0.756	0.143	2.26	3.29	3	-0.269	0.752	5	2	0	0	0	0	0	6
73	c@N1	Fujian	No	South	M	19	2	1	7	3	13	0	2	12.16	0.916	0.067	1.84	6.86	3	0.149	0.834	11	0	0	0	0	0	0	2
73	kuo4	Fujian	No	South	M	19	2	1	7	4	14	0	0	12.65	0.927	0	1.46	9.07	2	-0.298	0.78	11	2	0	0	0	0	0	1
73	an3	Fujian	No	South	M	19	2	1	7	5	20	0	1	19.66	0.928	0.048	1.42	12	2	0.148	0.935	19	0	0	0	0	0	0	1
73	iE1	Fujian	No	South	M	19	2	1	7	6	8	1	0	5.24	0.703	0.111	2.64	1.56	3	-0.37	0.333	3	1	0	0	0	0	0	4
74	c@N1	Henan	Yes	North	M	28	2	2	7	1	10	0	3	8.3	0.844	0.615	1.75	3.64	1	-0.161	0.427	5	5	0	0	0	0	0	0
74	uaI4	Henan	Yes	North	M	28	2	2	7	2	7	0	0	6.5	0.88	0.429	1.64	3	1	-0.406	0.504	5	2	0	0	0	0	0	0
74	an3	Henan	Yes	North	M	28	2	2	7	3	8	0	0	6.75	0.864	0.5	1.92	2.89	1	-0.045	0.804	5	1	2	0	0	0	0	0
74	iE1	Henan	Yes	North	M	28	2	2	7	4	4	0	2	3.66	0.83	0.5	1.4	2.4	1	-0.333	0.333	3	1	0	0	0	0	0	0
74	kuo4	Henan	Yes	North	M	28	2	2	7	5	10	0	0	9.32	0.898	0.4	1.51	4.91	1	0.074	0.667	8	2	0	0	0	0	0	0
74	tu2	Henan	Yes	North	M	28	2	2	7	6	5	0	0	5	0.864	0.6	1.47	2.67	1	-0.709	0.55	5	0	0	0	0	0	0	0
75	uaI4	Sichuan	Yes	South	M	26	2	2	6	1	10	0	0	5.63	0.497	0.2	2.62	1.27	5	-0.545	0.273	2	0	0	0	0	0	0	8
75	c@N1	Sichuan	Yes	South	M	26	2	2	6	2	10	0	0	4.3	0.495	0	2.73	0.73	8	0	0.273	1	0	0	0	0	0	0	9
75	tu2	Sichuan	Yes	South	M	26	2	2	6	3	16	0	1	10.5	0.588	0.235	1.83	4	2	0.172	0.604	6	6	3	0	0	0	0	1
75	iE1	Sichuan	Yes	South	M	26	2	2	6	4	12	0	0	7.11	0.748	0.333	2.17	2	3	0.117	0.192	1	1	3	3	1	0	0	3
75	kuo4	Sichuan	Yes	South	M	26	2	2	6	5	9	0	0	5.63	0.552	0	2.38	1.6	3	0.114	0.167	2	3	1	1	0	0	0	2
75	an3	Sichuan	Yes	South	M	26	2	2	6	6	13	0	0	6.29	0.613	0.154	2.75	1.43	6	-0.082	0.107	1	1	3	1	0	0	0	7
76	iE1	Shandong	Yes	North	M	28	2	2	6	1	18	0	1	14.45	0.841	0.579	2.04	4.84	2	0.168	0.467	9	8	0	0	0	0	0	1
76	an3	Shandong	Yes	North	M	28	2	2	6	2	21	0	0	13.92	0.879	0.524	2.3	5.27	2	0.19	0.504	5	10	2	0	0	0	0	4
76	c@N1	Shandong	Yes	North	M	28	2	2	6	3	19	0	0	14.92	0.857	0.526	1.66	6.5	1	0.287	0.628	7	11	1	0	0	0	0	0
76	tu2	Shandong	Yes	North	M	28	2	2	6	4	19	0	0	11	0.842	0.474	1.74	6	2	0.499	0.583	4	10	3	1	0	0	0	1
76	kuo4	Shandong	Yes	North	M	28	2	2	6	5	12	1	2	9.96	0.841	0.333	1.65	4.15	1	0.036	0.713	6	6	0	0	0	0	0	0
76	uaI4	Shandong	Yes	North	M	28	2	2	6	6	14	0	0	11.29	0.794	0.143	1.9	3.6	3	0.294	0.41	7	3	1	0	0	0	0	3
77	c@N1	Shandong	Yes	North	M	38	2	2	5	1	8	0	1	6.64	0.774	0.444	1.81	2.67	1	-0.009	0.333	4	3	1	0	0	0	0	0
77	uaI4	Shandong	Yes	North	M	38	2	2	5	2	10	0	2	4.31	0.776	0.417	2.47	2.18	3	-0.303	0.303	2	2	0	0	0	0	0	6
77	tu2	Shandong	Yes	North	M	38	2	2	5	3	13	0	3	7	0.812	0.688	1.97	3.71	1	0.098	0.25	4	6	3	0	0	0	0	0
77	an3	Shandong	Yes	North	M	38	2	2	5	4	6	0	3	3	0.778	0.556	2.05	2	2	-0.238	0.238	2	2	0	0	0	0	0	2
77	iE1	Shandong	Yes	North	M	38	2	2	5	5	8	0	1	5.66	0.556	0.556	2.06	2.22	2	-0.099	0.074	4	3	0	0	0	0	0	1
77	kuo4	Shandong	Yes	North	M	38	2	2	5	6	8	1	2	6.98	0.877	0.727	1.78	2.89	1	-0.351	0.448	5	3	0	0	0	0	0	0
78	c@N1	Anhui	Yes	South	F	23	1	1	7	1	6	4	1	4.98	0.847	0.273	2	1.71	1	-0.448	0	3	3	0	0	0	0	0	0
78	uaI4	Anhui	Yes	South	F	23	1	1	7	2	8	0	1	6.82	0.934	0.111	1.83	2.89	1	-0.354	0.178	4	4	0	0	0	0	0	0
78	tu2	Anhui	Yes	South	F	23	1	1	7	3	12	1	0	11.32	0.884	0.385	1.83	3.85	1	-0.253	0.709	10	2	0	0	0	0	0	0
78	an3	Anhui	Yes	South	F	23	1	1	7	4	10	0	0	8.5	0.816	0.5	1.87	3.45	1	-0.444	0.578	7	3	0	0	0	0	0	0
78	iE1	Anhui	Yes	South	F	23	1	1	7	5	13	0	0	9.29	0.871	0.769	2.3	3.57	2	0.052	0.543	5	4	0	0	0	0	0	4
78	kuo4	Anhui	Yes	South	F	23	1	1	7	6	10	0	0	8.75	0.925	0.3	2.15	3.64	2	-0.342	0.684	7	0	0	0	0	0	0	3
79	uaI4	Hunan	No	South	F	20	3	2	7	1	9	0	1	8.32	0.865	0	1.67	4.6	2	-0.259	0.643	7	1	0	0	0	0	0	1
79	tu2	Hunan	No	South	F	20	3	2	7	2	12	0	0	6.66	0.763	0	1.86	4.62	4	0	0.615	1	0	0	0	0	0	0	11
79	c@N1	Hunan	No	South	F	20	3	2	7	3	8	0	0	3.64	0.706	0	2.33	2.44	4	0	0.556	1	0	0	0	0	0	0	7
79	kuo4	Hunan	No	South	F	20	3	2	7	4	5	0	0	4.66	0.73	0	1.73	2.33	2	-0.463	0.583	4	0	0	0	0	0	0	1
79	iE1	Hunan	No	South	F	20	3	2	7	5	7	0	0	2.5	0.214	0	2.32	2	2	-0.069	0.667	2	1	1	0	0	0	0	3
79	an3	Hunan	No	South	F	20	3	2	7	6	3	0	0	1.5	0.833	0.333	1.67	1.5	1	-0.5	0	1	1	1	0	0	0	0	0
80	tu2	Hebei	Yes	North	M	23	3	2	5	1	17	0	0	10.65	0.764	0.529	2.42	3.56	2	-0.064	0.311	6	6	0	0	0	0	0	5
80	iE1	Hebei	Yes	North	M	23	3	2	5	2	14	0	0	10.14	0.773	0.5	2.1	3.33	2	-0.093	0.4	5	7	1	0	0	0	0	1
80	an3	Hebei	Yes	North	M	23	3	2	5	3	16	0	0	10.71	0.782	0.438	2.35	2.47	2	0.522	0.353	3	2	4	4	2	0	0	1
80	c@N1	Hebei	Yes	North	M	23	3	2	5	4	13	1	0	8.7	0.744	0.571	2.68	3.14	4	-0.089	0.305	3	6	0	0	0	0	0	4
80	kuo4	Hebei	Yes	North	M	23	3	2	5	5	7	0	0	4.9	0.523	0.143	2.71	1	5	0	0.375	2	0	0	0	0	0	0	5
80	uaI4	Hebei	Yes	North	M	23	3	2	5	6	11	0	1	5.91	0.826	0.583	2.56	2.33	1	-0.186	0.444	4	1	1	1	2	1	1	0
81	tu2	Shandong	Yes	North	F	19	2	2	6	1	24	0	0	16.48	0.895	0.75	1.89	6.8	1	0.387	0.453	8	16	0	0	0	0	0	0
81	c@N1	Shandong	Yes	North	F	19	2	2	6	2	19	0	0	15.26	0.893	0.684	1.65	6.7	1	0.183	0.516	8	11	0	0	0	0	0	0
81	uaI4	Shandong	Yes	North	F	19	2	2	6	3	19	0	1	15.69	0.886	0.55	1.9	5.5	1	0.116	0.535	9	10	0	0	0	0	0	0
81	iE1	Shandong	Yes	North	F	19	2	2	6	4	20	0	0	15.1	0.874	0.7	1.94	5.24	1	0.379	0.463	7	13	0	0	0	0	0	0
81	kuo4	Shandong	Yes	North	F	19	2	2	6	5	24	0	0	18.67	0.863	0.667	2.19	5.44	2	0.162	0.538	9	12	0	0	0	0	0	3
81	an3	Shandong	Yes	North	F	19	2	2	6	6	22	1	3	16.4	0.825	0.654	1.75	6.7	1	0.262	0.506	6	14	2	0	0	0	0	0
82	an3	Sichuan	Yes	South	F	26	3	2	8	1	19	0	0	11.58	0.84	0.579	1.93	4.7	1	0.459	0.503	3	7	6	3	0	0	0	0
82	tu2	Sichuan	Yes	South	F	26	3	2	8	2	20	1	0	11	0.786	0.571	1.96	4.57	2	0.422	0.64	5	8	1	3	0	0	0	3
82	kuo4	Sichuan	Yes	South	F	26	3	2	8	3	12	1	0	7.29	0.858	0.462	2.21	2.77	2	0.073	0.233	3	5	3	0	0	0	0	1
82	c@N1	Sichuan	Yes	South	F	26	3	2	8	4	16	2	0	8.26	0.709	0.278	2.33	1.88	4	-0.13	0.176	1	1	0	0	0	0	0	14
82	uaI4	Sichuan	Yes	South	F	26	3	2	8	5	17	0	0	12.18	0.812	0.412	2.07	3.78	3	0.177	0.428	4	9	2	0	0	0	0	2
82	iE1	Sichuan	Yes	South	F	26	3	2	8	6	11	0	0	3.66	0.696	0.273	2.41	2.83	3	-0.363	0.522	3	1	0	0	0	0	0	7
83	an3	Guangdong	No	South	M	23	2	2	7	1	10	0	0	9.5	0.765	0	1.58	5.64	1	0.1	0.689	9	1	0	0	0	0	0	0
83	kuo4	Guangdong	No	South	M	23	2	2	7	2	11	0	0	11	0.969	0.273	1.36	7	1	0.181	0.964	11	0	0	0	0	0	0	0
83	tu2	Guangdong	No	South	M	23	2	2	7	3	10	0	0	6.5	0.95	0.3	1.38	6.18	1	0.101	0.958	3	7	0	0	0	0	0	0
83	iE1	Guangdong	No	South	M	23	2	2	7	4	5	0	0	5	0.9	0.6	1.4	3	1	-0.364	0.9	5	0	0	0	0	0	0	0
83	uaI4	Guangdong	No	South	M	23	2	2	7	5	10	1	1	9.66	0.972	0.333	1.4	6	1	0.196	0.79	9	1	0	0	0	0	0	0
83	c@N1	Guangdong	No	South	M	23	2	2	7	6	8	4	0	5.28	0.915	0.167	1.58	3.33	4	0	0.667	0	0	0	0	0	0	0	8
84	an3	Guangxi	No	South	F	21	2	1	5	1	19	0	0	15.81	0.771	0.105	1.92	6.9	1	0.64	0.674	12	4	3	0	0	0	0	0
84	kuo4	Guangxi	No	South	F	21	2	1	5	2	13	0	1	9.16	0.88	0.357	2.34	3.29	1	-0.13	0.538	5	2	5	1	0	0	0	0
84	tu2	Guangxi	No	South	F	21	2	1	5	3	17	0	0	13.5	0.618	0.235	2.26	4.22	4	0.261	0.502	10	3	0	0	0	0	0	4
84	iE1	Guangxi	No	South	F	21	2	1	5	4	14	0	0	8.3	0.581	0.286	2.58	2.13	4	-0.003	0.133	4	4	3	0	0	0	0	3
84	uaI4	Guangxi	No	South	F	21	2	1	5	5	14	0	0	9.65	0.689	0.357	2.63	3.47	2	0.077	0.557	8	2	1	0	0	0	0	3
84	c@N1	Guangxi	No	South	F	21	2	1	5	6	16	0	0	10.95	0.55	0.125	2.57	2.24	5	-0.075	0.373	6	3	1	0	0	0	0	6
85	c@N1	Fujian	No	South	F	22	2	1	7	1	15	0	0	11.95	0.729	0.067	2.11	3.5	4	0.09	0.607	7	1	0	0	0	0	0	7
85	uaI4	Fujian	No	South	F	22	2	1	7	2	18	1	5	15.96	0.873	0.25	1.59	8	2	0.49	0.713	12	4	1	0	0	0	0	1
85	tu2	Fujian	No	South	F	22	2	1	7	3	20	0	2	12	0.773	0.136	1.7	5.9	1	0.331	0.632	4	11	5	0	0	0	0	0
85	an3	Fujian	No	South	F	22	2	1	7	4	20	4	1	12.91	0.81	0.24	2.04	4.1	4	0.323	0.591	4	7	3	0	0	0	0	6
85	iE1	Fujian	No	South	F	22	2	1	7	5	8	1	1	6.33	0.648	0.2	2.25	2	4	-0.242	0.6	5	0	0	0	0	0	0	3
85	kuo4	Fujian	No	South	F	22	2	1	7	6	13	2	6	11.64	0.951	0.143	1.41	7.71	1	0.683	0.85	9	3	1	0	0	0	0	0
86	uaI4	NA	NA	NA	NA	NA	NA	NA	NA	1	9	0	0	6.96	0.85	0.333	2	3.4	1	0.233	0.473	3	6	0	0	0	0	0	0
86	an3	NA	NA	NA	NA	NA	NA	NA	NA	2	11	0	0	8.46	0.724	0.182	1.79	3.33	1	-0.11	0.477	4	7	0	0	0	0	0	0
86	iE1	NA	NA	NA	NA	NA	NA	NA	NA	3	8	0	0	5.96	0.788	0.25	1.89	1.78	2	-0.353	0.241	2	4	1	0	0	0	0	1
86	c@N1	NA	NA	NA	NA	NA	NA	NA	NA	4	11	2	0	8.3	0.818	0.077	2.05	2.83	5	-0.217	0.472	5	1	0	0	0	0	0	5
86	tu2	NA	NA	NA	NA	NA	NA	NA	NA	5	11	1	0	6.66	0.652	0.167	1.92	2.5	2	-0.388	0.539	2	7	0	0	0	0	0	2
86	kuo4	NA	NA	NA	NA	NA	NA	NA	NA	6	9	0	1	6.81	0.706	0.1	2.38	1.6	3	-0.298	0.217	4	1	1	0	0	0	0	3
87	tu2	Guangdong	No	South	M	21	2	1	6	1	18	0	0	10.32	0.787	0.611	2.3	3.26	2	-0.071	0.298	6	6	0	0	0	0	0	6
87	uaI4	Guangdong	No	South	M	21	2	1	6	2	13	0	0	7.63	0.614	0.231	2.8	2	2	-0.103	0	4	4	2	1	1	0	0	1
87	kuo4	Guangdong	No	South	M	21	2	1	6	3	13	0	0	6.79	0.768	0.385	2.74	1.71	4	0.141	0.214	2	2	2	2	1	0	0	4
87	an3	Guangdong	No	South	M	21	2	1	6	4	16	0	0	9.89	0.541	0.312	2.61	2.47	4	0.096	0.292	5	4	2	0	0	0	0	5
87	iE1	Guangdong	No	South	M	21	2	1	6	5	13	0	0	2.48	0.537	0.231	3.09	0.71	9	-0.214	0	0	0	0	0	0	0	0	13
87	c@N1	Guangdong	No	South	M	21	2	1	6	6	12	0	0	7.2	0.587	0.083	2.62	1.38	7	-0.231	0.308	2	0	0	0	0	0	0	10
88	kuo4	Chongqing	Yes	South	M	23	2	2	6	1	12	0	2	8.23	0.694	0.143	2.5	2.46	2	-0.505	0.538	4	2	2	0	0	0	0	4
88	an3	Chongqing	Yes	South	M	23	2	2	6	2	10	0	2	7	0.917	0.75	1.55	4.55	1	0	0.4	4	6	0	0	0	0	0	0
88	c@N1	Chongqing	Yes	South	M	23	2	2	6	3	12	1	1	9.97	0.855	0.071	1.85	4.31	1	0.236	0.483	7	4	1	0	0	0	0	0
88	uaI4	Chongqing	Yes	South	M	23	2	2	6	4	10	1	1	6.9	0.792	0	2.49	2	4	-0.273	0.182	3	2	0	0	0	0	0	5
88	tu2	Chongqing	Yes	South	M	23	2	2	6	5	15	0	1	4.82	0.801	0	2.83	2.75	5	0	0.938	0	0	0	0	0	0	0	15
88	iE1	Chongqing	Yes	South	M	23	2	2	6	6	14	0	0	8.23	0.761	0.071	2.47	2.53	2	0.392	0.089	4	5	3	1	0	0	0	1
89	an3	Shandong	Yes	North	F	24	1	1	8	1	7	0	0	4.82	0.617	0.286	1.86	2.25	1	-0.58	0.421	2	5	0	0	0	0	0	0
89	kuo4	Shandong	Yes	North	F	24	1	1	8	2	12	0	0	8.79	0.762	0.333	2.22	2.77	2	0.014	0.259	4	6	1	0	0	0	0	1
89	uaI4	Shandong	Yes	North	F	24	1	1	8	3	10	0	0	8.39	0.681	0.4	2.05	2.36	1	-0.136	0.267	5	5	0	0	0	0	0	0
